,Status,Address,City,Price,Property Type,Sub-Type,Building Size,Link,Year Built,Lot Size,Building Class,Cap Rate
451,For Sale,"2300 Willow St, Vincennes, IN","Vincennes, Indiana","$3,083,000",Office,Office,"17,029 SF",https://www.loopnet.com/Listing/2300-Willow-St-Vincennes-IN/22439421/,,,,8%
452,For Sale,"9344 State Rd 66, Newburgh, IN","Newburgh, Indiana","$600,000",Land,Commercial,,https://www.loopnet.com/Listing/9344-State-Rd-66-Newburgh-IN/14379240/,,"309,712 SF",,
453,For Sale,"222 S Michigan St, South Bend, IN","South Bend, Indiana","$675,000",Retail,Restaurant,"31,920 SF",https://www.loopnet.com/Listing/222-S-Michigan-St-South-Bend-IN/14262552/,,,C,
454,For Sale,"3632 S Scatterfield Rd, Anderson, IN","Anderson, Indiana","$1,950,000",Retail,Freestanding,"25,000 SF",https://www.loopnet.com/Listing/3632-S-Scatterfield-Rd-Anderson-IN/12696725/,,,,7.70%
455,For Sale,"919 E Jefferson Blvd, South Bend, IN","South Bend, Indiana","$875,000",Office,Medical,"35,000 SF",https://www.loopnet.com/Listing/919-E-Jefferson-Blvd-South-Bend-IN/12156266/,,,C,
456,For Sale,"440 Douglas St, Hammond, IN","Hammond, Indiana","$125,000",Land,Commercial,,https://www.loopnet.com/Listing/440-Douglas-St-Hammond-IN/3981039/,,"74,488 SF",,
457,For Sale,"6375 Central Ave, Portage, IN","Portage, Indiana","$215,000",Land,Commercial,,https://www.loopnet.com/Listing/6375-Central-Ave-Portage-IN/3834633/,,"26,092 SF",,
503,For Sale,"2425 Hubbell Ave, Des Moines, IA","Des Moines, Iowa","$3,450,000",Industrial,Manufacturing,"135,079 SF",https://www.loopnet.com/Listing/2425-Hubbell-Ave-Des-Moines-IA/23543000/,,,,9%
504,For Sale,"202-210 W State St, Marshalltown, IA","Marshalltown, Iowa","$1,400,000",Office,Office,"9,160 SF",https://www.loopnet.com/Listing/202-210-W-State-St-Marshalltown-IA/21290314/,,,C,
505,For Sale,"1201 E South St, Mount Ayr, IA","Mount Ayr, Iowa","$999,999",Office,Office/Residential,"17,000 SF",https://www.loopnet.com/Listing/1201-E-South-St-Mount-Ayr-IA/21281433/,,,,8.89%
506,For Sale,Portfolio of 3 Properties,"Mason City, Iowa","$2,194,092",Retail,,"17,294 SF",https://www.loopnet.com/Listing/portfolio/21226355/,,"145,521 SF",,
507,For Sale,"A-22 & Pierce Ave, Sibley, IA","Sibley, Iowa",Price Upon Request,Land,Commercial,,https://www.loopnet.com/Listing/A-22-Pierce-Ave-Sibley-IA/16507862/,,"5,445,000 SF",,
523,For Sale,"11510 W 80th St, Lenexa, KS","Lenexa, Kansas","$7,995,000",Office,Office,"61,789 SF",https://www.loopnet.com/Listing/11510-W-80th-St-Lenexa-KS/21557422/,,,B,
524,For Sale,"53rd & Webb Rd, Bel Aire, KS","Bel Aire, Kansas","$80,750 - $1,761,601",Land,Commercial,,https://www.loopnet.com/Listing/53rd-Webb-Rd-Bel-Aire-KS/19558235/,,"2,788,711 SF",,
525,For Sale,"6000 Leavenworth Rd, Kansas City, KS","Kansas City, Kansas","$1,500,000",Retail,Freestanding,"49,803 SF",https://www.loopnet.com/Listing/6000-Leavenworth-Rd-Kansas-City-KS/21539653/,,,B,
526,For Sale,"708 N 8th St, Kansas City, KS","Kansas City, Kansas","$100,000",Land,Commercial,,https://www.loopnet.com/Listing/708-N-8th-St-Kansas-City-KS/16819594/,,"15,246 SF",,
539,For Sale,"287 S Limestone, Lexington, KY","Lexington, Kentucky","$799,000",Retail,Storefront Retail/Office,"5,378 SF",https://www.loopnet.com/Listing/287-S-Limestone-Lexington-KY/23507650/,,,C,
540,For Sale,"205 W Cedar St, Franklin, KY","Franklin, Kentucky","$1,000,000",Retail,Restaurant,"12,000 SF",https://www.loopnet.com/Listing/205-W-Cedar-St-Franklin-KY/21972256/,,,,8%
541,For Sale,"385 Outlet Ave, Eddyville, KY","Eddyville, Kentucky","$437,500",Flex,Light Manufacturing,"25,000 SF",https://www.loopnet.com/Listing/385-Outlet-Ave-Eddyville-KY/17813950/,,,B,
542,For Sale,Portfolio of 5 Properties,"Paducah, Kentucky","$1,400,000",Mixed Types,,"38,235 SF",https://www.loopnet.com/Listing/portfolio/11825515/,,,,9.15%
543,For Sale,"124 Clinton St, Frankfort, KY","Frankfort, Kentucky","$510,000",Office,Office/Residential,"4,800 SF",https://www.loopnet.com/Listing/124-Clinton-St-Frankfort-KY/9976152/,,,B,
544,For Sale,"35 Old Versailles Rd, Frankfort, KY","Frankfort, Kentucky","$397,500 - $795,000",Land,Commercial,,https://www.loopnet.com/Listing/35-Old-Versailles-Rd-Frankfort-KY/7221885/,,"113,256 SF",,
545,For Sale,"2200 Newtown Pike, Lexington, KY","Lexington, Kentucky",Price Upon Request,Land,Commercial,,https://www.loopnet.com/Listing/2200-Newtown-Pike-Lexington-KY/4651060/,,"2,003,760 SF",,
567,For Sale,"415 Oak St, Amite, LA","Amite, Louisiana","$85,000",Land,Commercial,,https://www.loopnet.com/Listing/415-Oak-St-Amite-LA/23205594/,,"12,650 SF",,
568,For Sale,"5909 Bluebonnet Blvd, Baton Rouge, LA","Baton Rouge, Louisiana","$17,395,000",Retail,Freestanding,"135,367 SF",https://www.loopnet.com/Listing/5909-Bluebonnet-Blvd-Baton-Rouge-LA/22722343/,,,,8.15%
569,For Sale,Portfolio of 2 Properties,"Baton Rouge, Louisiana","$6,500,000",Hospitality,,"131,682 SF",https://www.loopnet.com/Listing/portfolio/22627477/,,,,
570,For Sale,"9990 Airline Hwy, Baton Rouge, LA","Baton Rouge, Louisiana","$10,500,000",Hospitality,Hotel,"77,942 SF",https://www.loopnet.com/Listing/9990-Airline-Hwy-Baton-Rouge-LA/22621396/,,,,
571,For Sale,Portfolio of 2 Properties,Multiple Cities,"$1,030,000",Specialty,,"8,408 SF",https://www.loopnet.com/Listing/portfolio/21537245/,,,,7.25%
572,For Sale,"0 Government Rd, Saline, LA","Saline, Louisiana","$40,005",Land,Commercial,,https://www.loopnet.com/Listing/0-Government-Rd-Saline-LA/21236264/,,"1,161,745 SF",,
573,For Sale,"201 St. Patrick St, Lafayette, LA","Lafayette, Louisiana","$2,340,000",Office,Office,"19,403 SF",https://www.loopnet.com/Listing/201-St-Patrick-St-Lafayette-LA/20265142/,,,,7.27%
574,For Sale,"Hwy 165 Bypass, Monroe, LA","Monroe, Louisiana",Price Upon Request,Land,Industrial,,https://www.loopnet.com/Listing/Hwy-165-Bypass-Monroe-LA/12717138/,,"30,492,000 SF",,
575,For Sale,"412 N 4th St, Baton Rouge, LA","Baton Rouge, Louisiana","$3,150,000",Office,Loft/Creative Space,"30,000 SF",https://www.loopnet.com/Listing/412-N-4th-St-Baton-Rouge-LA/23544292/,,,C,
576,For Sale,"68000 Capital Trace Row, Mandeville, LA","Mandeville, Louisiana","$160,000",Land,Commercial,,https://www.loopnet.com/Listing/68000-Capital-Trace-Row-Mandeville-LA/22131572/,,"20,038 SF",,
577,For Sale,"2008 North St, Baton Rouge, LA","Baton Rouge, Louisiana","$1,070,880",Office,Office,"4,000 SF",https://www.loopnet.com/Listing/2008-North-St-Baton-Rouge-LA/21216704/,,,C,
578,For Sale,"4222 Government St, Baton Rouge, LA","Baton Rouge, Louisiana","$778,400",Retail,Fast Food,"2,053 SF",https://www.loopnet.com/Listing/4222-Government-St-Baton-Rouge-LA/18401770/,,,,5.60%
579,For Sale,"E Causeway Approach @ Lambert St., Mandeville, LA","Mandeville, Louisiana","$1,900,000",Land,Commercial,,https://www.loopnet.com/Listing/E-Causeway-Approach-Lambert-St-Mandeville-LA/16325482/,,"209,088 SF",,
580,For Sale,"Massena St @ East Causeway Approach, Mandeville, LA","Mandeville, Louisiana","$985,000",Land,Commercial,,https://www.loopnet.com/Listing/Massena-St-East-Causeway-Approach-Mandeville-LA/16325317/,,"121,968 SF",,
581,For Sale,"431 St Rose Ave, Baton Rouge, LA","Baton Rouge, Louisiana","$150,000",Land,Residential,,https://www.loopnet.com/Listing/431-St-Rose-Ave-Baton-Rouge-LA/15312288/,,"5,663 SF",,
582,For Sale,"Commerce Row, Mandeville, LA","Mandeville, Louisiana","$144,000",Land,Commercial,,https://www.loopnet.com/Listing/Commerce-Row-Mandeville-LA/14824453/,,"20,473 SF",,
583,For Sale,"162 Ocean Dr, Baton Rouge, LA","Baton Rouge, Louisiana","$179,000",Land,Commercial,,https://www.loopnet.com/Listing/162-Ocean-Dr-Baton-Rouge-LA/11136510/,,"40,075 SF",,
584,For Sale,"68010 Capital Trace Row, Mandeville, LA","Mandeville, Louisiana","$160,000",Land,Commercial,,https://www.loopnet.com/Listing/68010-Capital-Trace-Row-Mandeville-LA/22131600/,,"20,038 SF",,
585,For Sale,"68030 Commerce Row, Mandeville, LA","Mandeville, Louisiana","$190,000",Land,Commercial,,https://www.loopnet.com/Listing/68030-Commerce-Row-Mandeville-LA/22131542/,,"28,314 SF",,
586,For Sale,"654-668 Main St, Baton Rouge, LA","Baton Rouge, Louisiana","$600,000",Office,Office,"30,656 SF",https://www.loopnet.com/Listing/654-668-Main-St-Baton-Rouge-LA/19617800/,,,C,
587,For Sale,"Commerce Way @ Koop Drive, Mandeville, LA","Mandeville, Louisiana","$158,500",Land,Commercial,,https://www.loopnet.com/Listing/Commerce-Way-Koop-Drive-Mandeville-LA/14864249/,,"21,344 SF",,
588,For Sale,"41735 Hwy 23, Venice, LA","Venice, Louisiana","$95,000",Land,Commercial,,https://www.loopnet.com/Listing/41735-Hwy-23-Venice-LA/3835210/,,"58,823 SF",,
655,For Sale,"19 Summer St, Dover Foxcroft, ME","Dover Foxcroft, Maine","$825,000",Retail,Auto Dealership,"19,776 SF",https://www.loopnet.com/Listing/19-Summer-St-Dover-Foxcroft-ME/3675959/,,,C,
656,For Sale,"229 US Route 1, York, ME","York, Maine","$2,195,000",Specialty,Residential Income,"8,346 SF",https://www.loopnet.com/Listing/229-US-Route-1-York-ME/18099880/,,,B,
663,For Sale,"400 W Franklin St, Baltimore, MD","Baltimore, Maryland","$900,000",Office,Medical,"14,400 SF",https://www.loopnet.com/Listing/400-W-Franklin-St-Baltimore-MD/23740046/,,,B,
664,For Sale,"15102 Hanover Pike, Upperco, MD","Upperco, Maryland","$399,000",Retail,Bar,"3,619 SF",https://www.loopnet.com/Listing/15102-Hanover-Pike-Upperco-MD/23281770/,,,C,
665,For Sale,"100 Cathedral St, Annapolis, MD","Annapolis, Maryland","$415,000",Office,Office,"1,277 SF",https://www.loopnet.com/Listing/100-Cathedral-St-Annapolis-MD/23032973/,,,B,
666,For Sale,"7 State Cir, Annapolis, MD","Annapolis, Maryland","$619,050 - $680,950",Office,Office,N/A,https://www.loopnet.com/Listing/7-State-Cir-Annapolis-MD/22187988/,,,A,
667,For Sale,"4 Church Cir, Annapolis, MD","Annapolis, Maryland","$3,000,000",Retail,Storefront Retail/Office,"9,996 SF",https://www.loopnet.com/Listing/4-Church-Cir-Annapolis-MD/20555260/,,,B,
668,For Sale,"101 Chestnut St, Gaithersburg, MD","Gaithersburg, Maryland","$279,995",Office,Loft/Creative Space,984 SF,https://www.loopnet.com/Listing/101-Chestnut-St-Gaithersburg-MD/19351799/,,,,6.38%
669,For Sale,"105 Centennial St, La Plata, MD","La Plata, Maryland","$489,000 - $699,000",Office,Medical,N/A,https://www.loopnet.com/Listing/105-Centennial-St-La-Plata-MD/17918600/,,,A,
670,For Sale,"11 E Lexington St, Baltimore, MD","Baltimore, Maryland","$749,500",Office,Medical,"3,704 SF",https://www.loopnet.com/Listing/11-E-Lexington-St-Baltimore-MD/17910188/,,,,6.74%
671,For Sale,"519-521 N Charles St, Baltimore, MD","Baltimore, Maryland","$2,200,000",Office,Office/Residential,"16,710 SF",https://www.loopnet.com/Listing/519-521-N-Charles-St-Baltimore-MD/3693652/,,,B,
672,For Sale,"100 Cathedral St, Annapolis, MD","Annapolis, Maryland",Price Upon Request,Office,Office,"1,075 SF",https://www.loopnet.com/Listing/100-Cathedral-St-Annapolis-MD/23313061/,,,B,
673,For Sale,"10750 Little Patuxent Pky, Columbia, MD","Columbia, Maryland",Price Upon Request,Office,Office,"35,724 SF",https://www.loopnet.com/Listing/10750-Little-Patuxent-Pky-Columbia-MD/21332117/,,,C,
674,For Sale,"Rockenbach Rd, Fort Meade, MD","Fort Meade, Maryland",Price Upon Request,Office,Office,"65,000 SF",https://www.loopnet.com/Listing/Rockenbach-Rd-Fort-Meade-MD/23709905/,,,A,
675,For Sale,"Rockenbach Rd, Fort Meade, MD","Fort Meade, Maryland",Price Upon Request,Office,Office,"105,840 SF",https://www.loopnet.com/Listing/Rockenbach-Rd-Fort-Meade-MD/23709904/,,,A,
676,For Sale,"Rockenbach Rd, Fort Meade, MD","Fort Meade, Maryland",Price Upon Request,Office,Office,"84,672 SF",https://www.loopnet.com/Listing/Rockenbach-Rd-Fort-Meade-MD/23709903/,,,A,
677,For Sale,"90 Sherry Ln, Prince Frederick, MD","Prince Frederick, Maryland","$200,000",Sports & Entertainment,Golf Course/Driving Range,"1,500 SF",https://www.loopnet.com/Listing/90-Sherry-Ln-Prince-Frederick-MD/22798799/,,,C,
678,For Sale,"7022 Spruce Ave, North Beach, MD","North Beach, Maryland","$40,000",Land,Residential,,https://www.loopnet.com/Listing/7022-Spruce-Ave-North-Beach-MD/18183242/,,"3,920 SF",,
679,For Sale,"24200 Hilton Pl, Gaithersburg, MD","Gaithersburg, Maryland","$75,000",Land,Residential,,https://www.loopnet.com/Listing/24200-Hilton-Pl-Gaithersburg-MD/18010684/,,"47,045 SF",,
680,For Sale,"1603 Brightseat Rd, Hyattsville, MD","Hyattsville, Maryland","$1,950,000",Land,Commercial,,https://www.loopnet.com/Listing/1603-Brightseat-Rd-Hyattsville-MD/14119432/,,"87,120 SF",,
681,For Sale,"1334 Ashton Rd, Hanover, MD","Hanover, Maryland",Price Upon Request,Flex,Flex,"37,309 SF",https://www.loopnet.com/Listing/1334-Ashton-Rd-Hanover-MD/22009463/,,,B,
682,For Sale,"4692 Millennium Dr, Belcamp, MD","Belcamp, Maryland","$849,000",Office,Office,"5,216 SF",https://www.loopnet.com/Listing/4692-Millennium-Dr-Belcamp-MD/18803659/,,,A,
683,For Sale,"413 Pulaski Hwy, Joppa, MD","Joppa, Maryland","$350,000",Land,Commercial,,https://www.loopnet.com/Listing/413-Pulaski-Hwy-Joppa-MD/7982404/,,"39,204 SF",,
747,For Sale,"36 5th St, Fall River, MA","Fall River, Massachusetts","$1,799,000",Office,Medical,"18,360 SF",https://www.loopnet.com/Listing/36-5th-St-Fall-River-MA/21518945/,,,B,
748,For Sale,"45 Hancock St, Boston, MA","Boston, Massachusetts","$3,999,000",Multifamily,Apartment,"6,125 SF",https://www.loopnet.com/Listing/45-Hancock-St-Boston-MA/21393167/,,,,
749,For Sale,"94-102 Huntoon Memorial Pky, Rochdale, MA","Rochdale, Massachusetts","$2,750,000",Land,Commercial,,https://www.loopnet.com/Listing/94-102-Huntoon-Memorial-Pky-Rochdale-MA/14671780/,,"2,117,887 SF",,
750,For Sale,Portfolio of 2 Properties,"Springfield, Massachusetts",Price Upon Request,Office,,"36,000 SF",https://www.loopnet.com/Listing/portfolio/20910449/,,,,
751,For Sale,"50 Essex St, Lawrence, MA","Lawrence, Massachusetts","$1,327,543",Retail,Freestanding,"7,600 SF",https://www.loopnet.com/Listing/50-Essex-St-Lawrence-MA/14537312/,,,,7%
767,For Sale,"27600-27700 Donald Ct, Warren, MI","Warren, Michigan",Price Upon Request,Flex,R&D,"82,421 SF",https://www.loopnet.com/Listing/27600-27700-Donald-Ct-Warren-MI/23553572/,,,B,
768,For Sale,"8164 Executive Ct, Lansing, MI","Lansing, Michigan",Price Upon Request,Office,Office,"13,360 SF",https://www.loopnet.com/Listing/8164-Executive-Ct-Lansing-MI/23620589/,,,C,
769,For Sale,"5009 Miller Rd, Flint, MI","Flint, Michigan","$2,867,000",Retail,Restaurant,"6,920 SF",https://www.loopnet.com/Listing/5009-Miller-Rd-Flint-MI/23475476/,,,,7.75%
770,For Sale,"502 E Grand River Ave, Williamston, MI","Williamston, Michigan","$147,000",Retail,Freestanding,900 SF,https://www.loopnet.com/Listing/502-E-Grand-River-Ave-Williamston-MI/22862185/,,,C,
771,For Sale,"24055 Jefferson Ave, Saint Clair Shores, MI","Saint Clair Shores, Michigan","$2,500,000",Office,Office,"20,800 SF",https://www.loopnet.com/Listing/24055-Jefferson-Ave-Saint-Clair-Shores-MI/22317930/,,,B,
772,For Sale,"1556 Liberty Rd, Saginaw, MI","Saginaw, Michigan","$399,150",Office,Office/Residential,"6,243 SF",https://www.loopnet.com/Listing/1556-Liberty-Rd-Saginaw-MI/21980244/,,,C,
773,For Sale,"2603 N Lincoln Rd, Escanaba, MI","Escanaba, Michigan","$5,500,000",Hospitality,Hotel,"47,125 SF",https://www.loopnet.com/Listing/2603-N-Lincoln-Rd-Escanaba-MI/21301019/,,,,
774,For Sale,"224 E Court St, Flint, MI","Flint, Michigan","$3,500,000",Multifamily,Apartment,"42,650 SF",https://www.loopnet.com/Listing/224-E-Court-St-Flint-MI/21167812/,,,,
775,For Sale,"1 N Main St, Mount Clemens, MI","Mount Clemens, Michigan","$4,000,000",Retail,Bank,"34,109 SF",https://www.loopnet.com/Listing/1-N-Main-St-Mount-Clemens-MI/18134685/,,,C,
776,For Sale,"Ridge Rd, Plymouth, MI","Plymouth, Michigan",Price Upon Request,Land,Industrial,,https://www.loopnet.com/Listing/Ridge-Rd-Plymouth-MI/17660322/,,"1,960,200 SF",,
777,For Sale,"5500 Enterprise Ct, Warren, MI","Warren, Michigan",Price Upon Request,Flex,Flex,"53,900 SF",https://www.loopnet.com/Listing/5500-Enterprise-Ct-Warren-MI/11625214/,,,B,
778,For Sale,"101 N Main St, Ann Arbor, MI","Ann Arbor, Michigan",Price Upon Request,Office,Office,"114,897 SF",https://www.loopnet.com/Listing/101-N-Main-St-Ann-Arbor-MI/23270356/,,,B,
815,For Sale,"1465 N Frontage Rd, Hastings, MN","Hastings, Minnesota","$2,137,000",Retail,Freestanding,"4,513 SF",https://www.loopnet.com/Listing/1465-N-Frontage-Rd-Hastings-MN/23552182/,,,,6%
816,For Sale,"310 2nd St NE, Austin, MN","Austin, Minnesota","$699,000",Office,Office Live/Work,"17,449 SF",https://www.loopnet.com/Listing/310-2nd-St-NE-Austin-MN/23260399/,,,C,
817,For Sale,"720 W Saint Germain St, Saint Cloud, MN","Saint Cloud, Minnesota","$1,750,000",Office,Office,"17,000 SF",https://www.loopnet.com/Listing/720-W-Saint-Germain-St-Saint-Cloud-MN/17892443/,,,B,
818,For Sale,"850 E Main St, Anoka, MN","Anoka, Minnesota","$835,000",Retail,Funeral Home,"9,580 SF",https://www.loopnet.com/Listing/850-E-Main-St-Anoka-MN/7010334/,,,C,
819,For Sale,"1401 Northridge Dr NW, Pine City, MN","Pine City, Minnesota","$570,000",Land,Commercial,,https://www.loopnet.com/Listing/1401-Northridge-Dr-NW-Pine-City-MN/3870706/,,"182,952 SF",,
820,For Sale,"300 3rd Ave SE, Rochester, MN","Rochester, Minnesota","$499,000",Office,Medical,"2,600 SF",https://www.loopnet.com/Listing/300-3rd-Ave-SE-Rochester-MN/21956260/,,,C,
821,For Sale,"Highway 23 & Town Center Pky, Lino Lakes, MN","Lino Lakes, Minnesota","$2,270,000",Land,Commercial,,https://www.loopnet.com/Listing/Highway-23-Town-Center-Pky-Lino-Lakes-MN/20058105/,,"378,972 SF",,
822,For Sale,"309-311 1st St W, Duluth, MN","Duluth, Minnesota","$919,000",Retail,Storefront Retail/Office,"17,800 SF",https://www.loopnet.com/Listing/309-311-1st-St-W-Duluth-MN/16432204/,,,C,
823,For Sale,"1921 Excel Dr, Mankato, MN","Mankato, Minnesota","$775,000",Office,Office,"4,590 SF",https://www.loopnet.com/Listing/1921-Excel-Dr-Mankato-MN/15774598/,,,C,
824,For Sale,"424 W 1st St, Duluth, MN","Duluth, Minnesota","$1,900,000",Office,Office,"64,144 SF",https://www.loopnet.com/Listing/424-W-1st-St-Duluth-MN/7607831/,,,B,
855,For Sale,"72 Shelby Speights Drive, Purvis, MS","Purvis, Mississippi","$87,500",Office,Office,"3,553 SF",https://www.loopnet.com/Listing/72-Shelby-Speights-Drive-Purvis-MS/23562746/,,,C,
856,For Sale,"2426 Government St, Ocean Springs, MS","Ocean Springs, Mississippi","$1,913,044",Retail,Freestanding,"9,100 SF",https://www.loopnet.com/Listing/2426-Government-St-Ocean-Springs-MS/22936804/,,,,5.75%
857,For Sale,"1395 Johnny Johnson Dr, Brookhaven, MS","Brookhaven, Mississippi","$1,800,000",Office,Office,"11,248 SF",https://www.loopnet.com/Listing/1395-Johnny-Johnson-Dr-Brookhaven-MS/21038075/,,,,7.36%
858,For Sale,"1000 Industrial Park Dr, Clinton, MS","Clinton, Mississippi","$810,000",Industrial,Warehouse,"54,000 SF",https://www.loopnet.com/Listing/1000-Industrial-Park-Dr-Clinton-MS/17731326/,,,C,
859,For Sale,"106 Government St, Brandon, MS","Brandon, Mississippi","$895,000",Retail,Storefront Retail/Office,"17,021 SF",https://www.loopnet.com/Listing/106-Government-St-Brandon-MS/21852562/,,,C,
860,For Sale,"622 N Jefferson St, Jackson, MS","Jackson, Mississippi","$425,000",Land,Commercial,,https://www.loopnet.com/Listing/622-N-Jefferson-St-Jackson-MS/12765382/,,"41,382 SF",,
879,For Sale,"2521 W High St, Springfield, MO","Springfield, Missouri","$1,800,000",Specialty,Residential Income,"23,380 SF",https://www.loopnet.com/Listing/2521-W-High-St-Springfield-MO/22994259/,,,,8.12%
880,For Sale,"821 S 5th St, Saint Charles, MO","Saint Charles, Missouri","$249,900",Office,Office/Residential,"2,332 SF",https://www.loopnet.com/Listing/821-S-5th-St-Saint-Charles-MO/22018511/,,,,10.08%
881,For Sale,"100 S Main St, Foristell, MO","Foristell, Missouri","$329,000",Office,Office,"1,500 SF",https://www.loopnet.com/Listing/100-S-Main-St-Foristell-MO/21950006/,,,B,
882,For Sale,"222 E Water St, Springfield, MO","Springfield, Missouri","$995,000",Office,Office/Residential,"8,315 SF",https://www.loopnet.com/Listing/222-E-Water-St-Springfield-MO/20922906/,,,B,
883,For Sale,"333 S Jefferson St, Springfield, MO","Springfield, Missouri","$1,395,000",Office,Office,"9,773 SF",https://www.loopnet.com/Listing/333-S-Jefferson-St-Springfield-MO/20821247/,,,B,
884,For Sale,"Frank Rea Blvd At Garges Way And Scott Blvd, Branson, MO","Branson, Missouri","$988,800",Land,Commercial,,https://www.loopnet.com/Listing/Frank-Rea-Blvd-At-Garges-Way-And-Scott-Blvd-Branson-MO/18583750/,,"538,402 SF",,
885,For Sale,"2727 Washington Ave, Saint Louis, MO","Saint Louis, Missouri","$1,750,000",Office,Medical,"12,832 SF",https://www.loopnet.com/Listing/2727-Washington-Ave-Saint-Louis-MO/18126725/,,,,10%
886,For Sale,"18500 Edison Ave, Chesterfield, MO","Chesterfield, Missouri",Price Upon Request,Flex,Flex,"53,654 SF",https://www.loopnet.com/Listing/18500-Edison-Ave-Chesterfield-MO/22373672/,,,A,
887,For Sale,"2430 Golden St, Cape Girardeau, MO","Cape Girardeau, Missouri","$234,900",Land,Commercial,,https://www.loopnet.com/Listing/2430-Golden-St-Cape-Girardeau-MO/12275709/,,"74,052 SF",,
888,For Sale,"5959 Saint Louis Ave, Saint Louis, MO","Saint Louis, Missouri","$1,320,000",Industrial,Distribution,"30,000 SF",https://www.loopnet.com/Listing/5959-Saint-Louis-Ave-Saint-Louis-MO/23757120/,,,,7.73%
889,For Sale,"2402 Swope Pkwy, Kansas City, MO","Kansas City, Missouri","$975,000",Office,Office,"28,465 SF",https://www.loopnet.com/Listing/2402-Swope-Pkwy-Kansas-City-MO/17092805/,,,C,
890,For Sale,"Mexico Rd @ Executive Dr, Saint Peters, MO","Saint Peters, Missouri","$371,131",Land,Commercial,,https://www.loopnet.com/Listing/Mexico-Rd-Executive-Dr-Saint-Peters-MO/9996139/,,"61,855 SF",,
927,For Sale,"608 N Last Chance Gulch St, Helena, MT","Helena, Montana","$1,050,000",Retail,Freestanding,"2,400 SF",https://www.loopnet.com/Listing/608-N-Last-Chance-Gulch-St-Helena-MT/23069726/,,,,5.85%
928,For Sale,"920 NE Main St, Lewistown, MT","Lewistown, Montana","$4,175,000",Office,Office,"32,256 SF",https://www.loopnet.com/Listing/920-NE-Main-St-Lewistown-MT/22530193/,,,,5.92%
929,For Sale,"3 9th Ave W, Polson, MT","Polson, Montana","$1,314,052",Office,Office,"7,200 SF",https://www.loopnet.com/Listing/3-9th-Ave-W-Polson-MT/21491083/,,,,7.15%
939,For Sale,Portfolio of 6 Properties,"Papillion, Nebraska","$13,000,000",Mixed Types,,"36,608 SF",https://www.loopnet.com/Listing/portfolio/19508440/,,,,
943,For Sale,"801-809 W 4th St, Reno, NV","Reno, Nevada","$6,900,000",Retail,Retail,"26,256 SF",https://www.loopnet.com/Listing/801-809-W-4th-St-Reno-NV/22841137/,,,B,
944,For Sale,Portfolio of 4 Properties,"Carson City, Nevada","$14,500,000",Office,,"113,232 SF",https://www.loopnet.com/Listing/portfolio/22333322/,,,,7.54%
945,For Sale,"608 S 6th St, Las Vegas, NV","Las Vegas, Nevada","$499,999",Office,Office/Residential,"2,550 SF",https://www.loopnet.com/Listing/608-S-6th-St-Las-Vegas-NV/22190628/,,,C,
946,For Sale,"723 S 7th St, Las Vegas, NV","Las Vegas, Nevada","$875,000",Office,Office/Residential,"3,962 SF",https://www.loopnet.com/Listing/723-S-7th-St-Las-Vegas-NV/22011856/,,,C,
947,For Sale,"723 S 3rd St, Las Vegas, NV","Las Vegas, Nevada","$2,499,000",Office,Office,"11,272 SF",https://www.loopnet.com/Listing/723-S-3rd-St-Las-Vegas-NV/18190043/,,,B,
948,For Sale,"630 S 7th St, Las Vegas, NV","Las Vegas, Nevada","$550,000",Office,Office,"1,850 SF",https://www.loopnet.com/Listing/630-S-7th-St-Las-Vegas-NV/17638580/,,,C,
949,For Sale,"701 S 1st St, Las Vegas, NV","Las Vegas, Nevada","$2,800,000",Land,Commercial,,https://www.loopnet.com/Listing/701-S-1st-St-Las-Vegas-NV/17482069/,,"35,284 SF",,
950,For Sale,"910 S Las Vegas Blvd, Las Vegas, NV","Las Vegas, Nevada","$3,500,000",Retail,Freestanding,"6,036 SF",https://www.loopnet.com/Listing/910-S-Las-Vegas-Blvd-Las-Vegas-NV/15123450/,,,,5.83%
951,For Sale,"1780 E Basin Ave, Pahrump, NV","Pahrump, Nevada","$2,600,000",Office,Medical,"19,710 SF",https://www.loopnet.com/Listing/1780-E-Basin-Ave-Pahrump-NV/13476079/,,,B,
952,For Sale,"423 N Main St, Yerington, NV","Yerington, Nevada","$895,500",Retail,Service Station,"1,504 SF",https://www.loopnet.com/Listing/423-N-Main-St-Yerington-NV/12332218/,,,C,
953,For Sale,"Parkway Ctr, Las Vegas, NV","Las Vegas, Nevada","$17,214,912",Land,Commercial,,https://www.loopnet.com/Listing/Parkway-Ctr-Las-Vegas-NV/11566467/,,"405,108 SF",,
954,For Sale,"202 N Main Ave, Yerington, NV","Yerington, Nevada","$1,149,000",Retail,Service Station,"2,501 SF",https://www.loopnet.com/Listing/202-N-Main-Ave-Yerington-NV/7147533/,,,,10.55%
955,For Sale,"1678 N Virginia St, Reno, NV","Reno, Nevada","$1,600,000",Land,Commercial,,https://www.loopnet.com/Listing/1678-N-Virginia-St-Reno-NV/3903577/,,"14,954 SF",,
995,For Sale,"326 Chestnut Hill Rd, New Boston, NH","New Boston, New Hampshire","$1,500,000",Office,Medical,"15,840 SF",https://www.loopnet.com/Listing/326-Chestnut-Hill-Rd-New-Boston-NH/21469587/,,,B,
